CityName,CarbonFootprints,No,Domain,Component,English,Japanese,Type,領域,要素,要素OLD
Japan,103.68,38,Services,MedicalCare/Welfare,Japan,全国,Country,サービス,医療・保育・介護等,医療・福祉
Kagoshima,123.44,38,Services,MedicalCare/Welfare,Kagoshima,鹿児島市,City,サービス,医療・保育・介護等,医療・福祉
Kanazawa,124.16,38,Services,MedicalCare/Welfare,Kanazawa,金沢市,City,サービス,医療・保育・介護等,医療・福祉
KantoMetro.,117.66,38,Services,MedicalCare/Welfare,KantoMetro.,関東大都市圏,Metropolitan,サービス,医療・保育・介護等,医療・福祉
KantoReg.,114.05,38,Services,MedicalCare/Welfare,KantoReg.,関東,Region,サービス,医療・保育・介護等,医療・福祉
Kawasaki,109.37,38,Services,MedicalCare/Welfare,Kawasaki,川崎市,City,サービス,医療・保育・介護等,医療・福祉
KinkiMetro.,104.56,38,Services,MedicalCare/Welfare,KinkiMetro.,近畿大都市圏,Metropolitan,サービス,医療・保育・介護等,医療・福祉
KinkiReg.,101.73,38,Services,MedicalCare/Welfare,KinkiReg.,近畿,Region,サービス,医療・保育・介護等,医療・福祉
Kitakyushu,108.07,38,Services,MedicalCare/Welfare,Kitakyushu,北九州市,City,サービス,医療・保育・介護等,医療・福祉
Kitakyushu/FukuokaMetro.,99.27,38,Services,MedicalCare/Welfare,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,サービス,医療・保育・介護等,医療・福祉
Kobe,97.7,38,Services,MedicalCare/Welfare,Kobe,神戸市,City,サービス,医療・保育・介護等,医療・福祉
Kochi,95.03,38,Services,MedicalCare/Welfare,Kochi,高知市,City,サービス,医療・保育・介護等,医療・福祉
Kofu,113.66,38,Services,MedicalCare/Welfare,Kofu,甲府市,City,サービス,医療・保育・介護等,医療・福祉
Kumamoto,90.48,38,Services,MedicalCare/Welfare,Kumamoto,熊本市,City,サービス,医療・保育・介護等,医療・福祉
Kyoto,97.92,38,Services,MedicalCare/Welfare,Kyoto,京都市,City,サービス,医療・保育・介護等,医療・福祉
KyushuReg.,99.23,38,Services,MedicalCare/Welfare,KyushuReg.,九州,Region,サービス,医療・保育・介護等,医療・福祉
LargeCities,108.46,38,Services,MedicalCare/Welfare,LargeCities,大都市,Class,サービス,医療・保育・介護等,医療・福祉
Maebashi,95.05,38,Services,MedicalCare/Welfare,Maebashi,前橋市,City,サービス,医療・保育・介護等,医療・福祉
Matsue,115.85,38,Services,MedicalCare/Welfare,Matsue,松江市,City,サービス,医療・保育・介護等,医療・福祉
Matsuyama,100.86,38,Services,MedicalCare/Welfare,Matsuyama,松山市,City,サービス,医療・保育・介護等,医療・福祉
MiddleCities,108.71,38,Services,MedicalCare/Welfare,MiddleCities,中都市,Class,サービス,医療・保育・介護等,医療・福祉
Mito,106.83,38,Services,MedicalCare/Welfare,Mito,水戸市,City,サービス,医療・保育・介護等,医療・福祉
Miyazaki,105.06,38,Services,MedicalCare/Welfare,Miyazaki,宮崎市,City,サービス,医療・保育・介護等,医療・福祉
Morioka,101.41,38,Services,MedicalCare/Welfare,Morioka,盛岡市,City,サービス,医療・保育・介護等,医療・福祉
Nagano,100.99,38,Services,MedicalCare/Welfare,Nagano,長野市,City,サービス,医療・保育・介護等,医療・福祉
Nagasaki,92.63,38,Services,MedicalCare/Welfare,Nagasaki,長崎市,City,サービス,医療・保育・介護等,医療・福祉
Nagoya,94.17,38,Services,MedicalCare/Welfare,Nagoya,名古屋市,City,サービス,医療・保育・介護等,医療・福祉
Naha,94.36,38,Services,MedicalCare/Welfare,Naha,那覇市,City,サービス,医療・保育・介護等,医療・福祉
Nara,118.57,38,Services,MedicalCare/Welfare,Nara,奈良市,City,サービス,医療・保育・介護等,医療・福祉
Niigata,92.69,38,Services,MedicalCare/Welfare,Niigata,新潟市,City,サービス,医療・保育・介護等,医療・福祉
Oita,94.3,38,Services,MedicalCare/Welfare,Oita,大分市,City,サービス,医療・保育・介護等,医療・福祉
Okayama,118.79,38,Services,MedicalCare/Welfare,Okayama,岡山市,City,サービス,医療・保育・介護等,医療・福祉
OkinawaReg.,87.03,38,Services,MedicalCare/Welfare,OkinawaReg.,沖縄,Region,サービス,医療・保育・介護等,医療・福祉
Osaka,99.8,38,Services,MedicalCare/Welfare,Osaka,大阪市,City,サービス,医療・保育・介護等,医療・福祉
Otsu,96.79,38,Services,MedicalCare/Welfare,Otsu,大津市,City,サービス,医療・保育・介護等,医療・福祉
Saga,112.91,38,Services,MedicalCare/Welfare,Saga,佐賀市,City,サービス,医療・保育・介護等,医療・福祉
Sagamihara,121.6,38,Services,MedicalCare/Welfare,Sagamihara,相模原市,City,サービス,医療・保育・介護等,医療・福祉
Saitama,97.11,38,Services,MedicalCare/Welfare,Saitama,さいたま市,City,サービス,医療・保育・介護等,医療・福祉
Sakae,114.63,38,Services,MedicalCare/Welfare,Sakae,堺市,City,サービス,医療・保育・介護等,医療・福祉
Sapporo,99.11,38,Services,MedicalCare/Welfare,Sapporo,札幌市,City,サービス,医療・保育・介護等,医療・福祉
Sendai,98.28,38,Services,MedicalCare/Welfare,Sendai,仙台市,City,サービス,医療・保育・介護等,医療・福祉
ShikokuReg.,91.99,38,Services,MedicalCare/Welfare,ShikokuReg.,四国,Region,サービス,医療・保育・介護等,医療・福祉
Shizuoka,100.84,38,Services,MedicalCare/Welfare,Shizuoka,静岡市,City,サービス,医療・保育・介護等,医療・福祉
SmallB/Towns/Villages,92.88,38,Services,MedicalCare/Welfare,SmallB/Towns/Villages,小都市Ｂ・町村,Class,サービス,医療・保育・介護等,医療・福祉
SmallCitiesA,98.72,38,Services,MedicalCare/Welfare,SmallCitiesA,小都市Ａ,Class,サービス,医療・保育・介護等,医療・福祉
Takamatsu,120.66,38,Services,MedicalCare/Welfare,Takamatsu,高松市,City,サービス,医療・保育・介護等,医療・福祉
TohokuReg.,94.19,38,Services,MedicalCare/Welfare,TohokuReg.,東北,Region,サービス,医療・保育・介護等,医療・福祉
TokaiReg.,94.52,38,Services,MedicalCare/Welfare,TokaiReg.,東海,Region,サービス,医療・保育・介護等,医療・福祉
Tokushima,93.4,38,Services,MedicalCare/Welfare,Tokushima,徳島市,City,サービス,医療・保育・介護等,医療・福祉
Tokyo,124.48,38,Services,MedicalCare/Welfare,Tokyo,東京都区部,City,サービス,医療・保育・介護等,医療・福祉
Tottori,98.01,38,Services,MedicalCare/Welfare,Tottori,鳥取市,City,サービス,医療・保育・介護等,医療・福祉
Toyama,99.82,38,Services,MedicalCare/Welfare,Toyama,富山市,City,サービス,医療・保育・介護等,医療・福祉
Tsu,114.88,38,Services,MedicalCare/Welfare,Tsu,津市,City,サービス,医療・保育・介護等,医療・福祉
Utsunomiya,112.13,38,Services,MedicalCare/Welfare,Utsunomiya,宇都宮市,City,サービス,医療・保育・介護等,医療・福祉
Wakayama,105.76,38,Services,MedicalCare/Welfare,Wakayama,和歌山市,City,サービス,医療・保育・介護等,医療・福祉
Yamagata,107.99,38,Services,MedicalCare/Welfare,Yamagata,山形市,City,サービス,医療・保育・介護等,医療・福祉
Yamaguchi,90.64,38,Services,MedicalCare/Welfare,Yamaguchi,山口市,City,サービス,医療・保育・介護等,医療・福祉
Yokohama,125.19,38,Services,MedicalCare/Welfare,Yokohama,横浜市,City,サービス,医療・保育・介護等,医療・福祉
Akita,29.91,39,Services,Education,Akita,秋田市,City,サービス,教育,教育
Aomori,33.45,39,Services,Education,Aomori,青森市,City,サービス,教育,教育
Chiba,43.43,39,Services,Education,Chiba,千葉市,City,サービス,教育,教育
ChugokuReg.,42.01,39,Services,Education,ChugokuReg.,中国,Region,サービス,教育,教育
ChukyoMetro.,54.79,39,Services,Education,ChukyoMetro.,中京大都市圏,Metropolitan,サービス,教育,教育
Cities50000+pop.,55.88,39,Services,Education,Cities50000+pop.,人口５万以上の市,Class,サービス,教育,教育
Fukui,35.21,39,Services,Education,Fukui,福井市,City,サービス,教育,教育
Fukuoka,84.45,39,Services,Education,Fukuoka,福岡市,City,サービス,教育,教育
Fukushima,33.75,39,Services,Education,Fukushima,福島市,City,サービス,教育,教育
Gifu,71.34,39,Services,Education,Gifu,岐阜市,City,サービス,教育,教育
Hamamatsu,57.31,39,Services,Education,Hamamatsu,浜松市,City,サービス,教育,教育
Hiroshima,38.46,39,Services,Education,Hiroshima,広島市,City,サービス,教育,教育
HokkaidoReg.,36.85,39,Services,Education,HokkaidoReg.,北海道,Region,サービス,教育,教育
HokurikuReg.,41.57,39,Services,Education,HokurikuReg.,北陸,Region,サービス,教育,教育
Japan,53.48,39,Services,Education,Japan,全国,Country,サービス,教育,教育
Kagoshima,39.61,39,Services,Education,Kagoshima,鹿児島市,City,サービス,教育,教育
Kanazawa,44.8,39,Services,Education,Kanazawa,金沢市,City,サービス,教育,教育
KantoMetro.,68.07,39,Services,Education,KantoMetro.,関東大都市圏,Metropolitan,サービス,教育,教育
KantoReg.,63.45,39,Services,Education,KantoReg.,関東,Region,サービス,教育,教育
Kawasaki,56.3,39,Services,Education,Kawasaki,川崎市,City,サービス,教育,教育
KinkiMetro.,60.72,39,Services,Education,KinkiMetro.,近畿大都市圏,Metropolitan,サービス,教育,教育
KinkiReg.,58.05,39,Services,Education,KinkiReg.,近畿,Region,サービス,教育,教育
Kitakyushu,36.51,39,Services,Education,Kitakyushu,北九州市,City,サービス,教育,教育
Kitakyushu/FukuokaMetro.,56.48,39,Services,Education,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,サービス,教育,教育
Kobe,43.39,39,Services,Education,Kobe,神戸市,City,サービス,教育,教育
Kochi,44.89,39,Services,Education,Kochi,高知市,City,サービス,教育,教育
Kofu,51.2,39,Services,Education,Kofu,甲府市,City,サービス,教育,教育
Kumamoto,53.93,39,Services,Education,Kumamoto,熊本市,City,サービス,教育,教育
Kyoto,63.54,39,Services,Education,Kyoto,京都市,City,サービス,教育,教育
KyushuReg.,45.31,39,Services,Education,KyushuReg.,九州,Region,サービス,教育,教育
LargeCities,61.79,39,Services,Education,LargeCities,大都市,Class,サービス,教育,教育
Maebashi,39.57,39,Services,Education,Maebashi,前橋市,City,サービス,教育,教育
Matsue,38.36,39,Services,Education,Matsue,松江市,City,サービス,教育,教育
Matsuyama,60.98,39,Services,Education,Matsuyama,松山市,City,サービス,教育,教育
MiddleCities,57.24,39,Services,Education,MiddleCities,中都市,Class,サービス,教育,教育
Mito,58.67,39,Services,Education,Mito,水戸市,City,サービス,教育,教育
Miyazaki,48.2,39,Services,Education,Miyazaki,宮崎市,City,サービス,教育,教育
Morioka,48.11,39,Services,Education,Morioka,盛岡市,City,サービス,教育,教育
Nagano,49.97,39,Services,Education,Nagano,長野市,City,サービス,教育,教育
Nagasaki,34.46,39,Services,Education,Nagasaki,長崎市,City,サービス,教育,教育
Nagoya,55.8,39,Services,Education,Nagoya,名古屋市,City,サービス,教育,教育
Naha,40.28,39,Services,Education,Naha,那覇市,City,サービス,教育,教育
Nara,60.58,39,Services,Education,Nara,奈良市,City,サービス,教育,教育
Niigata,35.85,39,Services,Education,Niigata,新潟市,City,サービス,教育,教育
Oita,40.17,39,Services,Education,Oita,大分市,City,サービス,教育,教育
Okayama,54.86,39,Services,Education,Okayama,岡山市,City,サービス,教育,教育
OkinawaReg.,32.98,39,Services,Education,OkinawaReg.,沖縄,Region,サービス,教育,教育
Osaka,43.81,39,Services,Education,Osaka,大阪市,City,サービス,教育,教育
Otsu,60.91,39,Services,Education,Otsu,大津市,City,サービス,教育,教育
Saga,42.7,39,Services,Education,Saga,佐賀市,City,サービス,教育,教育
Sagamihara,35.26,39,Services,Education,Sagamihara,相模原市,City,サービス,教育,教育
Saitama,50.59,39,Services,Education,Saitama,さいたま市,City,サービス,教育,教育
Sakae,65.31,39,Services,Education,Sakae,堺市,City,サービス,教育,教育
Sapporo,44.64,39,Services,Education,Sapporo,札幌市,City,サービス,教育,教育
Sendai,38.74,39,Services,Education,Sendai,仙台市,City,サービス,教育,教育
ShikokuReg.,48.69,39,Services,Education,ShikokuReg.,四国,Region,サービス,教育,教育
Shizuoka,55.15,39,Services,Education,Shizuoka,静岡市,City,サービス,教育,教育
SmallB/Towns/Villages,39.51,39,Services,Education,SmallB/Towns/Villages,小都市Ｂ・町村,Class,サービス,教育,教育
SmallCitiesA,47.5,39,Services,Education,SmallCitiesA,小都市Ａ,Class,サービス,教育,教育
Takamatsu,54.46,39,Services,Education,Takamatsu,高松市,City,サービス,教育,教育
TohokuReg.,33.76,39,Services,Education,TohokuReg.,東北,Region,サービス,教育,教育
TokaiReg.,55.14,39,Services,Education,TokaiReg.,東海,Region,サービス,教育,教育
Tokushima,43.18,39,Services,Education,Tokushima,徳島市,City,サービス,教育,教育
Tokyo,86.48,39,Services,Education,Tokyo,東京都区部,City,サービス,教育,教育
Tottori,33.18,39,Services,Education,Tottori,鳥取市,City,サービス,教育,教育
Toyama,53.5,39,Services,Education,Toyama,富山市,City,サービス,教育,教育
Tsu,51.93,39,Services,Education,Tsu,津市,City,サービス,教育,教育
Utsunomiya,73.46,39,Services,Education,Utsunomiya,宇都宮市,City,サービス,教育,教育
Wakayama,47.42,39,Services,Education,Wakayama,和歌山市,City,サービス,教育,教育
Yamagata,52.29,39,Services,Education,Yamagata,山形市,City,サービス,教育,教育
Yamaguchi,49.96,39,Services,Education,Yamaguchi,山口市,City,サービス,教育,教育
Yokohama,83.06,39,Services,Education,Yokohama,横浜市,City,サービス,教育,教育
Akita,94.96,40,Services,OtherServices,Akita,秋田市,City,サービス,金融・その他サービス,その他サービス
Aomori,79.12,40,Services,OtherServices,Aomori,青森市,City,サービス,金融・その他サービス,その他サービス
Chiba,120.33,40,Services,OtherServices,Chiba,千葉市,City,サービス,金融・その他サービス,その他サービス
ChugokuReg.,101.42,40,Services,OtherServices,ChugokuReg.,中国,Region,サービス,金融・その他サービス,その他サービス
ChukyoMetro.,92.91,40,Services,OtherServices,ChukyoMetro.,中京大都市圏,Metropolitan,サービス,金融・その他サービス,その他サービス
Cities50000+pop.,99.2,40,Services,OtherServices,Cities50000+pop.,人口５万以上の市,Class,サービス,金融・その他サービス,その他サービス
Fukui,103.22,40,Services,OtherServices,Fukui,福井市,City,サービス,金融・その他サービス,その他サービス
Fukuoka,104.29,40,Services,OtherServices,Fukuoka,福岡市,City,サービス,金融・その他サービス,その他サービス
Fukushima,100.44,40,Services,OtherServices,Fukushima,福島市,City,サービス,金融・その他サービス,その他サービス
Gifu,98.41,40,Services,OtherServices,Gifu,岐阜市,City,サービス,金融・その他サービス,その他サービス
Hamamatsu,92.23,40,Services,OtherServices,Hamamatsu,浜松市,City,サービス,金融・その他サービス,その他サービス
Hiroshima,108.04,40,Services,OtherServices,Hiroshima,広島市,City,サービス,金融・その他サービス,その他サービス
HokkaidoReg.,95.46,40,Services,OtherServices,HokkaidoReg.,北海道,Region,サービス,金融・その他サービス,その他サービス
HokurikuReg.,91.35,40,Services,OtherServices,HokurikuReg.,北陸,Region,サービス,金融・その他サービス,その他サービス
Japan,98.01,40,Services,OtherServices,Japan,全国,Country,サービス,金融・その他サービス,その他サービス
Kagoshima,111.04,40,Services,OtherServices,Kagoshima,鹿児島市,City,サービス,金融・その他サービス,その他サービス
Kanazawa,95.21,40,Services,OtherServices,Kanazawa,金沢市,City,サービス,金融・その他サービス,その他サービス
KantoMetro.,103.56,40,Services,OtherServices,KantoMetro.,関東大都市圏,Metropolitan,サービス,金融・その他サービス,その他サービス
KantoReg.,101.86,40,Services,OtherServices,KantoReg.,関東,Region,サービス,金融・その他サービス,その他サービス
Kawasaki,93.59,40,Services,OtherServices,Kawasaki,川崎市,City,サービス,金融・その他サービス,その他サービス
